title,review_text,username,date
Classic Tale Full of Imagination,"Toy Story (1995) 

*** 1/2 (out of 4) 

A kid's toy room is split after his former favorite toy Woody (Tom Hanks) gets replaced with the newest sensation Buzz Lightyear (Tim Allen). The gunslinger Woody can't except the fact that he's no longer the kid's favorite so he and Buzz end up outside of the house and must try and find a way back. The Pixar form of animation has become the standard today so I'm sure many people watching these films forget how groundbreaking this movie was when it was first released. I was only fifteen at the time but giving it a second viewing after all these years just reminds me at why this thing became a hit. Not only is the animation beautiful and extremely life like but we also got a terrific screenplay that certainly brings these characters to life and really makes them something special. The idea of a film being centered on toys that come to life when no one is looking is something so simple yet so genius that you can't help but wonder why it took someone so long to do a film. The screenplay is without question one of the best ever written for an animation movie as all of the characters, from Woody and Buzz to Mr. Potato Head (Don Rickles) and Slinky Dog (Jim Varney) are perfectly brought to life. The child-like nature of the story has so much energy that you can't help but smile at each journey that the toys find themselves on. The amount of imagination in the screenplay is what makes it so special because it really does seem like something a kid would come up with while playing alone in his room with the toys. Everyone can remember what it was like being a kid and playing with these toys and bringing them to life in our minds so to see that played out on the screen is certainly something special. The film has terrific laughs but also a nice message. The voice work is terrific with Hanks and Allen clearly leading the way but that Southern draw of Varney is special as well. TOY STORY was ground breaking when originally released and it comes as no shock that the film hasn't lost any of its impact. The screenplay with its great characters and story is guaranteed to be enjoyed for decades to come.",Michael_Elliott,2010-12-22
Adult's toy movie,"Woody feeling jealousy and plotting against Buzz but finally learning to cooperate with him - typical adolescence

Buzz realizing he's not special one and having failed to fly - classic adulthood

This movie is not just for kids but also for adults. The story and the message are deeper than what it looks like.

The animation was revolutionary at that time. The quality of it makes the fact that toys can talk, move, and think more believable.

Sid is more evil and iconic villain than Joker.",TaylorYee94,2020-12-01
Enjoyable,This is one of the most enjoyable movies I have every seen. The plot gets you quite involved and the action is very entertaining. The computer animation was done excellent. You can watch the movie over and over and only then appreciate the  small details. Good work Disney/Pixar! Hope there is more coming...,bennie.rothmann,1999-12-28
One or two?,"I have no idea which is the best, as depending on my mood either one suits me. This for my money is best for its darker aspects, Sid, Buzz and Woody's rivalry etc. This film is not only groundbreaking with effects, but raised the bar with its smart script and proper characters. Deserves all the praise.",Smoothfox,2001-10-08
Can it be ten years already?,"PIXAR animation was but an experimental animation company that had a track record of short film contributions to film festivals when Disney invested in and ultimately released their first project,Toy Story. I figured Disney probably had a good feeling about this one,but I'm not sure they anticipated the kind of groundbreaking swell of animation this would shepherd in.

The concept is a fitfully simple and cute one: when kids are away,their toys take on personalities and lives of their own,plotting,planning,bickering,reacting,flirting,etc. In this particular den of toys, a Cowboy Woody doll(voiced by Tom Hanks) is the leader,flanked by a Slinky dog(Jim Varney),green toy soldiers(aptly casted R.Lee Ermey as their platoon leader),a Mr.Potato head(Don Rickles), a Piggy bank(John Ratzenberger,forever Cliff Claven from ""Cheers"") and a Bo Peep doll(Annie Potts). Into the mix is a new,electronic Buzz Lightyear action figure(Tim Allen,who probably does the best voice acting of the bunch here),who almost instantly wows the locals and stirs jealousy from Woody.

With music from Randy Newmann--a personal fave of mine--this movie's colors,attention to detail and wry humor make it easily adaptable to kids and adults alike. CAn it really be ten years since this film broke new ground on animation? How time flies in the wake of stuff like ""Shrek"" and ""FInding Nemo""!",KUAlum26,2005-11-23
A pioneer,"You may or may not like ""Toy Story"", but there's something that's perfectly clear: it changed for good the animation cinema. Pixar were pioneers not only in the world of 3D animation but also in offering products that might entertain children and adults.

I do prefer movies such as ""Antz"" or ""Shrek"", but I think ""Toy story"" is so funny as well. Anyway, we can't avoid the ""Disney touch"" and all those awful songs...

So, after ""Toy story"" came other movies that were much better, but this was the first one and it has a relevant position in the history of cinema.

*My rate: 6/10",rainking_es,2007-03-14
A timeless animated classic,"Toy Story is a groundbreaking film that changed the landscape of animation, offering a heartfelt and imaginative story for audiences of all ages. With its lovable characters, led by Woody and Buzz Lightyear, the movie explores themes of friendship, loyalty, and self-discovery in a way that is both touching and entertaining.

Pixar's stunning animation, paired with clever humor and a strong emotional core, makes Toy Story a joy to watch. The voice performances, especially by Tom Hanks and Tim Allen, bring the characters to life with charm and personality.

This is more than just a kids' movie; it's a timeless tale that continues to resonate with viewers decades after its release. A must-watch for anyone who loves great storytelling.",kalindkoirala-13911,2024-12-30
"Toy Story 9/10, Toy Story 3-D 5/10- rip off","Let me explain. I love films. Toy Story is beyond excellent. Toy Story 3-D is perhaps the biggest con since Keyser Soze convinced the world he didn't exist. There is ONE SCENE in the whole film where you actually get the sense of 3-D and that is right at the end during a snow scene. If you have Toy Story on DVD or have seen it before, stay at home because you are seeing nothing new here. The thing that annoys me is that in addition to paying to see the same film that I own on DVD, I paid extra for 3-D glasses!! unbelievable!! it should've been a highway mans mask and a club. I implore you to stay away from this and Toy Story 2 3-D when it is out as I am sure they will just do the same again.",phillwillkill,2009-11-02
Another Pixar great,"This film was brilliant with a brilliant cast and a brilliant story line causing, a brilliant film. It is so funny and is for everyone, whether you like animated or not. It is so believable and I've watched it over and over. The whole story line is awesome and has been well expanded and must have taken some time to think on. It is easy enough to follow and is for all ages. If you were to put the animation aside, it'd feel like it was a proper movie, as in live action, it'd feel real. If you haven't seen it, I'd watch it.",elizabeth-12994,2018-07-01
What a Way to Bring back my childhood days,This was one of my favorite movies to watch when I was younger. Tom Hanks did a really ethical job playing Woody. I remember having these Toy Story toys when I was young as well. Thank you Pixar for giving us this classic.,momjessicaandjordan,2021-07-11
Best Pixar Movie of All Time,"Toy Story, truly is the best Pixar movie. It has a great cast, great plot and great animation for the first 3D animated movie. 

My favorite character is Woody. He is one of Andy's favorite toys anyway.

Toy story is also my second favorite animated movie. If you haven't seen it, you should watch it. But I'm sure you must've seen it by now",kylemadden-05481,2018-06-25
The Fantastic Ground Floor for Pixar's Wild Ride,"The visuals don't look as polished as you may have come to expect, so it's a testament to the quality of writing that this movie is still as good today as it was sixteen years ago. I can't undersell the ingenuity of the filmmaking either, as Pixar does more with limited technology and a thin rule book than most CGI artists can manage today. Careful, artistic shot selection and playful direction really do a lot to compensate for the occasional bad render, and a world-class cast of voice actors takes care of the rest. Tom Hanks and Tim Allen deserve every bit of recognition they get for their roles as Woody and Buzz; they really put the film on their shoulders and carry it right over the top, shifting something that would've probably been pretty good in other hands into a raging success story.",drqshadow-reviews,2011-07-24
A technological achievement and great film!,"This is a great film from pixar/Disney, i found it to be very effective because Hanks and Allen were amazing voices for this type of film. I thought Toy Story was way better than A bug's life, Finding nemo or even ice age which was pretty good. I usually don't like films like this, I'm more of a mature film type person, however it is impossible not to be entertained while watching this. I liked Tim Allen a lot, he stole the show, though hanks did a good job with his character too. Tim Allen needs to do more films like this and less Santa Clause ones, because these are more his type, even if he doesn't show his face. This is one that the kids and the adults can watch and enjoy 9/10",PersianPlaya408,2006-05-29
You've Got a Friend In Me,"Toy Story Review: You've Got a Friend in Me

Toy Story was released in 1995 with help from production companies Pixar and Walt Disney Pictures. The box office collected nearly $364,402,211 worldwide off of this movie alone. While Toy Story was released over ten years ago, Americans of all ages today are still viewing the movie for leisure entertainment. Aspects such as plot development, thematic lessons, cinematography and animation, and originality are all qualities that make the movie stand above its counterparts. The plot development and basis of the movie are relatable to multiple audiences. The film takes place in a suburban, upscale neighborhood in which Andy Davis and his family live in a colonial, two story, stereotypical, 1990's home. While the family goes about living normal day- to day life, behind the scenes is where the action intensifies and this is where the story inevitably begins. What appeals to most children while watching the movie, are the ""talking toys"" that create their own story midst the chaotic Davis household. As the toys come to life, there are several characters that prominently take the spotlight. Beginning with Sheriff Woody, voiced by Tom Hanks. This is Andy's favorite toy, and inevitably takes on an established leadership role throughout the movie. Continuing on, the audience is introduced to heroic Buzz Lightyear voiced by Tim Allen. Buzz creates much skepticism amongst the other toys and consequently creates the first sub climax of the movie, as a struggle for power emerges between Buzz and Woody. As the movie progresses, there are many thematic lessons to be taken by audience members, regardless of age. Of course Disney never fails to incorporate enlightening take home messages into the production. This is the benefit to this movie in comparison to other animated films. Positivity in realm of life's negative events that are often out of our control is one way in which Disney and Pixar films continue to boast their movie popularity. Director John Lasseter thoroughly thought through every detail in the making of the movie, and this was never so apparent than in the close attention to detail portrayed in animation and cinematography. The colors used were bright and cheerful, as well as the authenticity of the costuming of the character's clothes were accurate in terms of realistic concepts. Furthermore, the voice lines conveyed by Allen and Hanks were portrayed with great enthusiasm to fit the characters' bubbly personalities. Lasseter also nailed this aspect in that the dialogue was simplistic enough to be understood by younger audiences, however witty, personal, and quirky enough to enthuse more mature audiences as well. Originality is a quality that every movie must have, but only the best of movies convey properly. The fact that this movie was released in 1995, and is still viewed today by many different generations is a quality that in itself deserves to be recognized. Looking back at the simplicity of talking toys, it is monumental and worth noting that many details to enhance viewer attraction were presented to perfection to thoroughly create a movie that satisfies a wide variety of audiences. The production was backed by such popular demand in fact, that producing companies and director Lasseter released a sequel four years later. Taking over the charts, both movies scored over an 8.42 on the IMDb rating survey collection, and deservingly so.",talkertwix,2016-02-23
"""I'm not really from Mattel...I'm from a smaller company purchased in a leveraged buyout.""","A kid's bedroom full of toys comes to life when humans aren't around; each toy, both new and retro-vintage, has his or her own individual personality, and they're all thrilled to meet the new member of the pack, birthday present Buzz Lightyear, who just may usurp Sheriff Woody in their pre-teen owner's heart. Disney/Pixar computer-generated cartoon has witty writing and incredible visuals to spare, though some scenes are heavy with chatter and the climactic race to catch up to a moving van is stretching things, even for a kid's picture. Still, some of the lines (which fly by at top speed) are very sharp and funny, and the star-voices (particularly Tim Allen's as Buzz) are uncanny. **1/2 from ****",moonspinner55,2007-07-15
Toys come to life in this entertaining computer-animated film from Pixar...,"It's only now, fifteen years after its release, that I decided to give TOY STORY a look on my large flat screen TV. I've never been a fan of computer animation per se, but this charming story has heart and wit and enough entertainment value for both young and old. The toy characters are both appealing and very funny in ways that anyone can appreciate, thanks to a clever script.

Woody the Cowboy and Buzz Lightyear compete for the affections of a small boy, Andy, whose playroom is loaded with toys that come alive whenever anyone leaves the bedroom. Out of this fresh idea, the plot bounces along with supreme confidence as it races forward putting all of them in constant danger from their ever changing environment, especially when they leave the confines of Andy's home.

Technically, the film is a marvel--everything simulated through computer wizardry, all of it invented with taste for artistry evident in every frame of the film--the kind of artistry that the Walt Disney studio demonstrated during the heyday of their cartoon wizardry.

The brilliant colors look even more amazing in the good print of the film that aired on cable tonight. Well worth watching for pure family entertainment, a rarity nowadays.",Doylenf,2010-12-19
A classic entertainment,"This movie was great and very enjoyable, my whole family loved the scenes and the summary. Every moment was hilarious and lovable, while all scenes were playing you could feel the relationship between Woody and buzz growing and growing and at the end it reaches the height of a giant tree and as sweet as a majestic day. 

Most of the movie was about how friends should stick together and how bad it gets when the separate from each other and it takes several days, years etc till there relationship sticks back together. I really appreciate the efforts which Disney production put in to make a wonderful movie and here it is shown in every role and screen play.

Special thanks to all the people who took part in making this happy film!!.",rafiek-awad,2013-09-21
"On it's 20th Birthday, Toy Story still soars To Infinity and Beyond!","In 1989, Disney's The Little Mermaid became a success and launched what is known to be a Disney Renaissance. While The Rescuers Down Under underperformed, Beauty and the Beast, Aladdin, and The Lion King later became big hits. Unfortunately, Pocahontas, while turning a decent profit, didn't do that well with critics. Because of that, Disney needed some help. 

They managed to co-produce with a CGI animation company known as Pixar to release their very first computer animated feature known as ""Toy Story"", a story about a cowboy doll named Woody who becomes jealous when a new space toy named Buzz Lightyear becomes top toy to his owner named Andy. One day, when Woody knocks Buzz out the window, he becomes despised and after reuniting with Buzz, they get separated from their owner and end up in a house owned by Sid, a boy next door who destroys toys for fun. Because of that, they need to come up with a plan to make it out alive. But first they need to overcome their differences in order to do so. I remembered seeing this film as a child on VHS and loved it. Twenty years later, it's still a beloved classic and there are a lot of things to talk about. 

First off, the story is very well-written. It displays some themes of jealousy, friendship, being a toy that makes you special to your owner, and what it means to go Infinity and Beyond. Also, it has some of the best comedy I've ever seen as it has lots of laugh out loud moments including a scene where Buzz starts acting a bit crazy after pretending to drink some tea with some dolls in the ""I'm Mrs Nesbitt"" sequence and the ""You Are A Toy"" where Woody shouts at him that he is a child's play thing and Buzz replies ""You are a sad strange little man and you have my pity. *makes a Vulcan gesture* Farewell. However, the most important thing about the story is it's heart and it's moments are handled really well. Like the scene where Buzz realizes that he's nothing but a toy which leads to the song ""I Will Go Sailing No More"" from Randy Newman which would leave everyone in tears, but the most important scene in the movie is the iconic ""To Infinity and Beyond"" sequence where Buzz and Woody are flying in the sky after freeing themselves from a rocket. That scene itself is and always will be the most epic part in animation history. 

There's a lot more good things to discuss as well like the animation. I'll admit it doesn't hold up that well after twenty years due to some of the human character animation that look like toys than actual human beings. But to it's credit, this was Pixar's first computer animated movie and some of the animation in Toy Story works to it's advantage. Like the textures of all of the toys and some incredible details like that spoon (seriously, it looks really neat). The pacing is very brisk. At it's 81 minute length, it's never too fast, but it's never too slow either and it takes it's time to let the dialog flow and it does it perfectly. The music score from Randy Newman is really beautiful and well-composed with it's light-hearted tone while balancing it with it's serious moments and the songs are really good. Whether you love Randy Newman or hate him, you can tell that he's actually a good singer and his songs ""You've Got A Friend In Me"" and ""I Will Go Sailing No More"" hit the right notes by being memorable songs. 

Then, there's the voice acting and it's really spot on. Tom Hanks does a fantastic job as Woody, a cowboy doll with his wit, sympathy, and realizes that others are important to Andy as he is. Tim Allen is great as Buzz Lightyear, a space toy with wit and confusion as he figures out whether he's important to Andy or not. Their chemistry together is the heart of the movie since it's a tale about putting aside each other's differences and working together which strengthens it to it's advantage. The side characters, including Bo Peep, Mr. Potato Head, Hamm, Slinky, and Rex, voiced by Annie Potts, Don Rickles, John Ratzenberger, Jim Varney and Wallace Shawn are never annoying and are very funny. The human characters are also good too and Sid, while nothing special as a Pixar villain, is still very menacing he reminds you of a bully at high school. 

Toy Story started the trend of computer animated films and other production companies such as DreamWorks Animation, Blue Sky Studios, and Illumination Entertainment to do the same. While some of them rely on style over substance, there are some that had the same heart and creativity and competed against Pixar for nearly two decades and it's still going as of today. Toy Story and later films such as Monsters INC, Finding Nemo, The Incredibles, Ratatouille, WALL-E, and Up is what made Pixar so compelling because of their heart that helped them earn their critical acclaim. What I'm trying to say here is that computer animation is what made the industry so successful it convinced Pixar to do the same in the late 2000s' which they also succeeded. Not because of the writing, not because of the characters, and not because of their heart, but because of one thing: imagination. It convinced DreamWorks Animation to do the same and they lived up to them just that on movies such as Shrek, Kung Fu Panda, and How To Train Your Dragon. 

So, overall, Toy Story is not only one of the best Pixar animated films ever made, but one of the best CGI animated films that will always go To Infinity and Beyond forever. My thumbs up to Pixar and Happy 20th Birthday.",gavin-lordofthefutur-776-426631,2015-11-22
The benchmark of what animation always will be. Masterpiece,"I'm 19, have watched some incredibly mature works of cinema and judge films based on their artistic merit now as well as their general entertainment and broad mass appeal. I love filmmaking for the nuance of it and for the different forms it can take. But of course, I was a kid once, and it's so important to value that. And films like Toy Story shaped my childhood, as well as being amazing films in their own right.

First ever fully CGI film, therefore a landmark in both animation history and just filmmaking in general. Cultural milestone. The birth of Pixar. The invention of two of the most iconic movie characters ever. A timeless tale of ultimate friendship, after initial jealousy and differences. Something that every kid once wondered (""do toys come to life when no one's around?"") personified (quite literally) on screen.

I will always love this movie, it's a masterpiece and a cultural milestone that shaped an era of animation, and kickstarted full CGI.",oscarclark-37767,2025-08-29
One of the best movies ever made!,"This was made back in the 1990s. I swear I could watch this movie a thousand times and not get bored. This truly is one of the greatest movies ever made. It is colorful, it is story, it's characters. Just, wow! This is one of cinema's best accomplishments. This movie has great dialogue as well. And to think, this was Pixar's first movie. Meaning they succeeded first try. 100/10 for this movie!",parkecha,2019-05-17
The best film for big adults...,"It's too bad the first user comment was that this is the best film for small children.  It's not just for kids!  My husband and I were 35 and childless when we first saw this.  We took a chance and purchased it before we saw it. After viewing it for the first time, we immediately watched it again.  It was if we had been on a really fun ride, and had to get back in line again. And fun is the operative word.  What a fun movie.  It's what I look for in a movie - something that takes you away from the cares of the world for a little while and makes you feel good.  Kind of like a drug without adverse after-affects.",ltclark,2000-04-14
A catalyst in the field of computer animation,"This was the first feature film that was done entirely by computers, and Pixar couldn't have done a better job. Not only is this movie hilarious, touching, and well plotted, but it lead the way for every other computer animated movie, and really set the bar high. If this movie had completely bombed there would no more, or at least not as many, CGI films and we would still be seeing drawn animation. Not to mention that the absolute perfect voice talents were cast to make such a memorable movie for kids and adults and teens and preteens and seniors and new borns or anybody else who eyes and hears or either or. This movie can not me avoided and is a cultural landmark that has opened the door for a completely new genre of movie making.",bosox4512,2006-10-14
It's cute,"I did like the movie. But there was something I just didn't enjoy. I'm not really into Pixar. And I think that computer effects are a little annoying. I don't mind them when they are needed. But when it's for a full movie, I get annnoyed. But I do give it credit. I did laugh a few times.

7/10",Smells_Like_Cheese,2004-02-11
